id,nombre,nombre_kanji,role,anime_id,imagen_url,fecha_extraccion
17543,Nan,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/140157.jpg?s=a030a9602a156caf683ada7d8976558c,2025-04-06 20:52:34
17544,Kazabune,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/66158.jpg?s=2c5dcdd973fce04c63d518e596e4efda,2025-04-06 20:52:34
17545,Kurama Yakumo,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/2/556776.jpg?s=bbfa9397cb249318cac80a9a1a514c32,2025-04-06 20:52:34
17546,Sazanami,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/63536.jpg?s=eb62fc3e11df23d866b1a78b4d797ad1,2025-04-06 20:52:34
17547,Senta,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/57857.jpg?s=2aef0f9731d2f2ca93c0ff5ad295c4b3,2025-04-06 20:52:34
17548,Shinemon,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/66159.jpg?s=dfc24aa973c4d2c1615f2052584b14ff,2025-04-06 20:52:34
17549,Yajirobee,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/86778.jpg?s=3d56da37f8699b46e82784699479e873,2025-04-06 20:52:34
17551,Tanzou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/66173.jpg?s=06542938caae29fda9b7fb04184a60a3,2025-04-06 20:52:34
17552,Waraji,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/66174.jpg?s=91d2ed7c480213b896aa1f762ca59078,2025-04-06 20:52:34
17553,Yamashiro Aoba,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/10/158739.jpg?s=3b4ee6aa8529967c6768e6baf08f97b6,2025-04-06 20:52:34
17557,Kamizuru Jibachi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/63378.jpg?s=4256a664cc6e92995286bb3ad93a09b9,2025-04-06 20:52:34
17619,Oboro,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/62795.jpg?s=8273560ec7513d3e0f6284f8dc7dd2c3,2025-04-06 20:52:34
